Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[individual]	Characteristics[sex]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[sampling site]	Characteristics[genotype]	Characteristics[injury]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode offset]	Comment[cell barcode read]	Comment[cell barcode size]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[sample barcode offset]	Comment[sample barcode read]	Comment[sample barcode size]	Comment[single cell isolation]	Comment[spike in]	Comment[umi barcode offset]	Comment[umi barcode read]	Comment[umi barcode size]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[BAM_URI]	Comment[read1 file]	Comment[FASTQ_URI]	Comment[read2 file]	Comment[FASTQ_URI]	Comment[index1 file]	Comment[FASTQ_URI]	Factor Value[injury]	Factor Value[age]	Unit[time unit]
EXT146	ERS5599856	SAMEA7853377	Mus musculus	C57BL/6J	EXT146	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GHCre/+;R26iDTR/+	cell-ablation injury	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT146	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT146_mm10_S10_L001	SAMEA7853377	sequencing assay	ERX4978541	scrEXT146_mm10_S10_L001.bam	scrEXT146_mm10_S10_L001.bam	ERR5173666	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173666/scrEXT146_mm10_S10_L001.bam	scrEXT146_mm10_S10_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT146_mm10_S10_L001_R1_001.fastq.gz	scrEXT146_mm10_S10_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT146_mm10_S10_L001_R2_001.fastq.gz	scrEXT146_mm10_S10_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT146_mm10_S10_L001_I1_001.fastq.gz	cell-ablation injury	14	month
EXT146	ERS5599856	SAMEA7853377	Mus musculus	C57BL/6J	EXT146	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GHCre/+;R26iDTR/+	cell-ablation injury	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT146	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT146_mm10_S10_L002	SAMEA7853377	sequencing assay	ERX4978541	scrEXT146_mm10_S10_L002.bam	scrEXT146_mm10_S10_L002.bam	ERR5173667	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173667/scrEXT146_mm10_S10_L002.bam	scrEXT146_mm10_S10_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT146_mm10_S10_L002_R1_001.fastq.gz	scrEXT146_mm10_S10_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT146_mm10_S10_L002_R2_001.fastq.gz	scrEXT146_mm10_S10_L002_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT146_mm10_S10_L002_I1_001.fastq.gz	cell-ablation injury	14	month
EXT146	ERS5599856	SAMEA7853377	Mus musculus	C57BL/6J	EXT146	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GHCre/+;R26iDTR/+	cell-ablation injury	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT146	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT146_mm10_S15_L001	SAMEA7853377	sequencing assay	ERX4978541	scrEXT146_mm10_S15_L001.bam	scrEXT146_mm10_S15_L001.bam	ERR5173668	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173668/scrEXT146_mm10_S15_L001.bam	scrEXT146_mm10_S15_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT146_mm10_S15_L001_R1_001.fastq.gz	scrEXT146_mm10_S15_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT146_mm10_S15_L001_R2_001.fastq.gz	scrEXT146_mm10_S15_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT146_mm10_S15_L001_I1_001.fastq.gz	cell-ablation injury	14	month
EXT146	ERS5599856	SAMEA7853377	Mus musculus	C57BL/6J	EXT146	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GHCre/+;R26iDTR/+	cell-ablation injury	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT146	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT146_mm10_S15_L002	SAMEA7853377	sequencing assay	ERX4978541	scrEXT146_mm10_S15_L002.bam	scrEXT146_mm10_S15_L002.bam	ERR5173669	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173669/scrEXT146_mm10_S15_L002.bam	scrEXT146_mm10_S15_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT146_mm10_S15_L002_R1_001.fastq.gz	scrEXT146_mm10_S15_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT146_mm10_S15_L002_R2_001.fastq.gz	scrEXT146_mm10_S15_L002_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT146_mm10_S15_L002_I1_001.fastq.gz	cell-ablation injury	14	month
EXT146	ERS5599856	SAMEA7853377	Mus musculus	C57BL/6J	EXT146	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GHCre/+;R26iDTR/+	cell-ablation injury	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT146	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT146_mm10_S29_L001	SAMEA7853377	sequencing assay	ERX4978541	scrEXT146_mm10_S29_L001.bam	scrEXT146_mm10_S29_L001.bam	ERR5173670	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173670/scrEXT146_mm10_S29_L001.bam	scrEXT146_mm10_S29_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT146_mm10_S29_L001_R1_001.fastq.gz	scrEXT146_mm10_S29_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT146_mm10_S29_L001_R2_001.fastq.gz	scrEXT146_mm10_S29_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT146_mm10_S29_L001_I1_001.fastq.gz	cell-ablation injury	14	month
EXT146	ERS5599856	SAMEA7853377	Mus musculus	C57BL/6J	EXT146	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GHCre/+;R26iDTR/+	cell-ablation injury	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT146	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT146_mm10_S29_L002	SAMEA7853377	sequencing assay	ERX4978541	scrEXT146_mm10_S29_L002.bam	scrEXT146_mm10_S29_L002.bam	ERR5173671	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173671/scrEXT146_mm10_S29_L002.bam	scrEXT146_mm10_S29_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT146_mm10_S29_L002_R1_001.fastq.gz	scrEXT146_mm10_S29_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT146_mm10_S29_L002_R2_001.fastq.gz	scrEXT146_mm10_S29_L002_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT146_mm10_S29_L002_I1_001.fastq.gz	cell-ablation injury	14	month
EXT146	ERS5599856	SAMEA7853377	Mus musculus	C57BL/6J	EXT146	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GHCre/+;R26iDTR/+	cell-ablation injury	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT146	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT146_mm10_S29_L003	SAMEA7853377	sequencing assay	ERX4978541	scrEXT146_mm10_S29_L003.bam	scrEXT146_mm10_S29_L003.bam	ERR5173672	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173672/scrEXT146_mm10_S29_L003.bam	scrEXT146_mm10_S29_L003_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT146_mm10_S29_L003_R1_001.fastq.gz	scrEXT146_mm10_S29_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT146_mm10_S29_L003_R2_001.fastq.gz	scrEXT146_mm10_S29_L003_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT146_mm10_S29_L003_I1_001.fastq.gz	cell-ablation injury	14	month
EXT146	ERS5599856	SAMEA7853377	Mus musculus	C57BL/6J	EXT146	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GHCre/+;R26iDTR/+	cell-ablation injury	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT146	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT146_mm10_S29_L004	SAMEA7853377	sequencing assay	ERX4978541	scrEXT146_mm10_S29_L004.bam	scrEXT146_mm10_S29_L004.bam	ERR5173673	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173673/scrEXT146_mm10_S29_L004.bam	scrEXT146_mm10_S29_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT146_mm10_S29_L004_R1_001.fastq.gz	scrEXT146_mm10_S29_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT146_mm10_S29_L004_R2_001.fastq.gz	scrEXT146_mm10_S29_L004_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT146_mm10_S29_L004_I1_001.fastq.gz	cell-ablation injury	14	month
EXT147	ERS5599857	SAMEA7853378	Mus musculus	C57BL/6J	EXT147	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GHCre/+;R26iDTR/+	cell-ablation injury	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT147	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT147_mm10_S11_L001	SAMEA7853378	sequencing assay	ERX4978542	scrEXT147_mm10_S11_L001.bam	scrEXT147_mm10_S11_L001.bam	ERR5173674	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173674/scrEXT147_mm10_S11_L001.bam	scrEXT147_mm10_S11_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT147_mm10_S11_L001_R1_001.fastq.gz	scrEXT147_mm10_S11_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT147_mm10_S11_L001_R2_001.fastq.gz	scrEXT147_mm10_S11_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT147_mm10_S11_L001_I1_001.fastq.gz	cell-ablation injury	14	month
EXT147	ERS5599857	SAMEA7853378	Mus musculus	C57BL/6J	EXT147	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GHCre/+;R26iDTR/+	cell-ablation injury	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT147	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT147_mm10_S11_L002	SAMEA7853378	sequencing assay	ERX4978542	scrEXT147_mm10_S11_L002.bam	scrEXT147_mm10_S11_L002.bam	ERR5173675	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173675/scrEXT147_mm10_S11_L002.bam	scrEXT147_mm10_S11_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT147_mm10_S11_L002_R1_001.fastq.gz	scrEXT147_mm10_S11_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT147_mm10_S11_L002_R2_001.fastq.gz	scrEXT147_mm10_S11_L002_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT147_mm10_S11_L002_I1_001.fastq.gz	cell-ablation injury	14	month
EXT147	ERS5599857	SAMEA7853378	Mus musculus	C57BL/6J	EXT147	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GHCre/+;R26iDTR/+	cell-ablation injury	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT147	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT147_mm10_S16_L001	SAMEA7853378	sequencing assay	ERX4978542	scrEXT147_mm10_S16_L001.bam	scrEXT147_mm10_S16_L001.bam	ERR5173676	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173676/scrEXT147_mm10_S16_L001.bam	scrEXT147_mm10_S16_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT147_mm10_S16_L001_R1_001.fastq.gz	scrEXT147_mm10_S16_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT147_mm10_S16_L001_R2_001.fastq.gz	scrEXT147_mm10_S16_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT147_mm10_S16_L001_I1_001.fastq.gz	cell-ablation injury	14	month
EXT147	ERS5599857	SAMEA7853378	Mus musculus	C57BL/6J	EXT147	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GHCre/+;R26iDTR/+	cell-ablation injury	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT147	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT147_mm10_S16_L002	SAMEA7853378	sequencing assay	ERX4978542	scrEXT147_mm10_S16_L002.bam	scrEXT147_mm10_S16_L002.bam	ERR5173677	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173677/scrEXT147_mm10_S16_L002.bam	scrEXT147_mm10_S16_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT147_mm10_S16_L002_R1_001.fastq.gz	scrEXT147_mm10_S16_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT147_mm10_S16_L002_R2_001.fastq.gz	scrEXT147_mm10_S16_L002_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT147_mm10_S16_L002_I1_001.fastq.gz	cell-ablation injury	14	month
EXT147	ERS5599857	SAMEA7853378	Mus musculus	C57BL/6J	EXT147	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GHCre/+;R26iDTR/+	cell-ablation injury	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT147	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT147_mm10_S30_L001	SAMEA7853378	sequencing assay	ERX4978542	scrEXT147_mm10_S30_L001.bam	scrEXT147_mm10_S30_L001.bam	ERR5173678	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173678/scrEXT147_mm10_S30_L001.bam	scrEXT147_mm10_S30_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT147_mm10_S30_L001_R1_001.fastq.gz	scrEXT147_mm10_S30_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT147_mm10_S30_L001_R2_001.fastq.gz	scrEXT147_mm10_S30_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT147_mm10_S30_L001_I1_001.fastq.gz	cell-ablation injury	14	month
EXT147	ERS5599857	SAMEA7853378	Mus musculus	C57BL/6J	EXT147	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GHCre/+;R26iDTR/+	cell-ablation injury	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT147	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT147_mm10_S30_L002	SAMEA7853378	sequencing assay	ERX4978542	scrEXT147_mm10_S30_L002.bam	scrEXT147_mm10_S30_L002.bam	ERR5173679	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173679/scrEXT147_mm10_S30_L002.bam	scrEXT147_mm10_S30_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT147_mm10_S30_L002_R1_001.fastq.gz	scrEXT147_mm10_S30_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT147_mm10_S30_L002_R2_001.fastq.gz	scrEXT147_mm10_S30_L002_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT147_mm10_S30_L002_I1_001.fastq.gz	cell-ablation injury	14	month
EXT147	ERS5599857	SAMEA7853378	Mus musculus	C57BL/6J	EXT147	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GHCre/+;R26iDTR/+	cell-ablation injury	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT147	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT147_mm10_S30_L003	SAMEA7853378	sequencing assay	ERX4978542	scrEXT147_mm10_S30_L003.bam	scrEXT147_mm10_S30_L003.bam	ERR5173680	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173680/scrEXT147_mm10_S30_L003.bam	scrEXT147_mm10_S30_L003_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT147_mm10_S30_L003_R1_001.fastq.gz	scrEXT147_mm10_S30_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT147_mm10_S30_L003_R2_001.fastq.gz	scrEXT147_mm10_S30_L003_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT147_mm10_S30_L003_I1_001.fastq.gz	cell-ablation injury	14	month
EXT147	ERS5599857	SAMEA7853378	Mus musculus	C57BL/6J	EXT147	male	14	month	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GHCre/+;R26iDTR/+	cell-ablation injury	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT147	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT147_mm10_S30_L004	SAMEA7853378	sequencing assay	ERX4978542	scrEXT147_mm10_S30_L004.bam	scrEXT147_mm10_S30_L004.bam	ERR5173681	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173681/scrEXT147_mm10_S30_L004.bam	scrEXT147_mm10_S30_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT147_mm10_S30_L004_R1_001.fastq.gz	scrEXT147_mm10_S30_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT147_mm10_S30_L004_R2_001.fastq.gz	scrEXT147_mm10_S30_L004_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT147_mm10_S30_L004_I1_001.fastq.gz	cell-ablation injury	14	month
